country,age_group,sex,concert_months,no_concert_months,concert_avg_yoy,no_concert_avg_yoy,uplift_pct_point,t_statistic,binary_p_value,correlation,intensity_p_value,observations,intensity_result,binary_result,is_top10
Russian Federation,Age 15 - 19,Male,125,38,14.95,12.19,2.76,0.402,0.6893,0.111,0.1592,163,Not Significant,Not Significant,0
Russian Federation,Age 20 - 24,Female,125,38,4.39,3.75,0.64,0.144,0.8861,0.08,0.308,163,Not Significant,Not Significant,0
Russian Federation,Age 20 - 24,Male,125,38,8.12,5.84,2.29,0.389,0.6992,0.05,0.5276,163,Not Significant,Not Significant,0
Russian Federation,Age 25 - 34,Female,125,38,3.73,5.27,-1.54,-0.349,0.7282,0.023,0.7716,163,Not Significant,Not Significant,0
Russian Federation,Age 25 - 34,Male,125,38,3.14,3.39,-0.25,-0.058,0.9536,0.02,0.7972,163,Not Significant,Not Significant,0
Russian Federation,Age 35 - 44,Female,125,38,8.7,3.74,4.96,1.149,0.2549,0.252,0.0012,163,Significant Positive,Not Significant,0
Russian Federation,Age 35 - 44,Male,125,38,4.78,0.04,4.74,1.336,0.1865,0.242,0.0019,163,Significant Positive,Not Significant,0
Russian Federation,Age 45 - 54,Female,125,38,11.3,6.25,5.05,1.011,0.3156,0.249,0.0014,163,Significant Positive,Not Significant,0
Russian Federation,Age 45 - 54,Male,125,38,6.55,2.79,3.76,0.946,0.3479,0.254,0.0011,163,Significant Positive,Not Significant,0
Russian Federation,Age 55 - 64,Female,125,38,14.4,14.56,-0.16,-0.031,0.9756,0.116,0.1416,163,Not Significant,Not Significant,0
Russian Federation,Age 55 - 64,Male,125,38,10.84,8.21,2.63,0.657,0.5128,0.163,0.0376,163,Significant Positive,Not Significant,0
Russian Federation,Age 65 & Above,Female,125,38,17.88,21.15,-3.27,-0.506,0.615,0.091,0.2505,163,Not Significant,Not Significant,0
Russian Federation,Age 65 & Above,Male,125,38,16.19,10.76,5.43,0.882,0.3807,0.165,0.0349,163,Significant Positive,Not Significant,0
Saudi Arabia,Age 14 & Below,Female,125,38,20.89,47.42,-26.53,-1.617,0.1111,-0.023,0.7692,163,Not Significant,Not Significant,0
Saudi Arabia,Age 14 & Below,Male,125,38,24.15,39.36,-15.21,-1.001,0.3207,0.046,0.5565,163,Not Significant,Not Significant,0
Saudi Arabia,Age 15 - 19,Female,125,38,35.66,83.57,-47.91,-1.603,0.1145,0.064,0.4145,163,Not Significant,Not Significant,0
Saudi Arabia,Age 15 - 19,Male,125,38,52.85,93.95,-41.1,-1.004,0.3197,0.031,0.6989,163,Not Significant,Not Significant,0
Saudi Arabia,Age 20 - 24,Female,125,38,23.15,46.86,-23.72,-1.365,0.177,0.114,0.1469,163,Not Significant,Not Significant,0
Saudi Arabia,Age 20 - 24,Male,125,38,27.96,43.91,-15.95,-0.887,0.3777,0.12,0.1265,163,Not Significant,Not Significant,0
Saudi Arabia,Age 25 - 34,Female,125,38,19.09,28.0,-8.92,-0.85,0.3986,0.06,0.4463,163,Not Significant,Not Significant,0
Saudi Arabia,Age 25 - 34,Male,125,38,13.99,18.93,-4.94,-0.593,0.555,0.125,0.111,163,Not Significant,Not Significant,0
Saudi Arabia,Age 35 - 44,Female,125,38,20.21,34.94,-14.73,-1.141,0.2579,0.06,0.4483,163,Not Significant,Not Significant,0
Saudi Arabia,Age 35 - 44,Male,125,38,8.36,15.8,-7.44,-0.993,0.3249,0.066,0.4002,163,Not Significant,Not Significant,0
Saudi Arabia,Age 45 - 54,Female,125,38,16.83,25.61,-8.78,-0.695,0.4896,0.078,0.3238,163,Not Significant,Not Significant,0
Saudi Arabia,Age 45 - 54,Male,125,38,3.43,12.99,-9.56,-1.249,0.2171,0.057,0.4727,163,Not Significant,Not Significant,0
Saudi Arabia,Age 55 - 64,Female,125,38,21.5,42.47,-20.97,-1.269,0.2099,-0.054,0.4942,163,Not Significant,Not Significant,0
Saudi Arabia,Age 55 - 64,Male,125,38,8.23,11.49,-3.26,-0.443,0.6594,0.105,0.1839,163,Not Significant,Not Significant,0
Saudi Arabia,Age 65 & Above,Female,120,37,40.15,60.42,-20.27,-0.825,0.4119,-0.008,0.9163,157,Not Significant,Not Significant,0
Saudi Arabia,Age 65 & Above,Male,125,38,19.76,27.9,-8.14,-0.516,0.6077,-0.006,0.942,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 14 & Below,Female,125,38,14.84,7.87,6.97,0.952,0.3438,0.078,0.3205,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 14 & Below,Male,125,38,13.83,12.66,1.17,0.137,0.8914,0.084,0.2886,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 15 - 19,Female,125,38,34.74,17.91,16.83,1.051,0.2954,0.06,0.4477,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 15 - 19,Male,125,38,32.52,0.98,31.54,2.674,0.0085,0.164,0.0366,163,Significant Positive,Significant Positive,0
South Africa (Rep of),Age 20 - 24,Female,125,38,6.78,13.05,-6.27,-0.796,0.4298,0.013,0.8687,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 20 - 24,Male,125,38,13.15,-0.81,13.95,1.936,0.0569,0.099,0.2079,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 25 - 34,Female,125,38,9.55,7.0,2.55,0.452,0.6534,0.111,0.1595,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 25 - 34,Male,125,38,5.78,-1.61,7.39,1.912,0.0609,0.144,0.0668,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 35 - 44,Female,125,38,8.94,8.21,0.73,0.124,0.9015,0.142,0.0706,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 35 - 44,Male,125,38,4.31,1.96,2.35,0.551,0.5843,0.161,0.0398,163,Significant Positive,Not Significant,0
South Africa (Rep of),Age 45 - 54,Female,125,38,7.3,8.83,-1.54,-0.22,0.8267,0.09,0.2536,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 45 - 54,Male,125,38,4.41,-0.05,4.46,1.146,0.2563,0.149,0.0577,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 55 - 64,Female,125,38,8.28,3.8,4.47,1.012,0.3157,0.095,0.2255,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 55 - 64,Male,125,38,6.2,2.03,4.17,1.149,0.2546,0.09,0.2513,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 65 & Above,Female,125,38,8.36,6.67,1.69,0.281,0.7802,0.029,0.711,163,Not Significant,Not Significant,0
South Africa (Rep of),Age 65 & Above,Male,125,38,5.88,3.9,1.98,0.427,0.6712,0.033,0.6773,163,Not Significant,Not Significant,0
South Korea,Age 14 & Below,Female,125,38,9.65,11.01,-1.36,-0.162,0.8722,0.033,0.6713,163,Not Significant,Not Significant,1
South Korea,Age 14 & Below,Male,125,38,9.12,7.07,2.05,0.264,0.7932,0.062,0.4301,163,Not Significant,Not Significant,1
South Korea,Age 15 - 19,Female,125,38,11.13,21.12,-10.0,-0.731,0.4688,0.031,0.6935,163,Not Significant,Not Significant,1
South Korea,Age 15 - 19,Male,125,38,9.47,15.4,-5.92,-0.382,0.704,0.002,0.9789,163,Not Significant,Not Significant,1
South Korea,Age 20 - 24,Female,125,38,5.09,7.34,-2.25,-0.452,0.6528,-0.051,0.5213,163,Not Significant,Not Significant,1
South Korea,Age 20 - 24,Male,125,38,5.8,4.98,0.82,0.176,0.8609,-0.011,0.8912,163,Not Significant,Not Significant,1
South Korea,Age 25 - 34,Female,125,38,0.99,0.26,0.73,0.209,0.8352,-0.0,0.998,163,Not Significant,Not Significant,1
South Korea,Age 25 - 34,Male,125,38,0.4,-2.31,2.71,1.042,0.3017,0.076,0.3358,163,Not Significant,Not Significant,1
South Korea,Age 35 - 44,Female,125,38,7.19,2.12,5.07,0.935,0.3548,0.079,0.3164,163,Not Significant,Not Significant,1
South Korea,Age 35 - 44,Male,125,38,2.3,-2.64,4.95,1.536,0.1314,0.107,0.1724,163,Not Significant,Not Significant,1
South Korea,Age 45 - 54,Female,125,38,9.87,11.07,-1.2,-0.121,0.904,-0.015,0.8478,163,Not Significant,Not Significant,1
South Korea,Age 45 - 54,Male,125,38,5.84,-1.74,7.59,1.888,0.0656,0.144,0.0675,163,Not Significant,Not Significant,1
South Korea,Age 55 - 64,Female,125,38,14.79,24.46,-9.67,-0.664,0.5103,-0.06,0.4468,163,Not Significant,Not Significant,1
South Korea,Age 55 - 64,Male,125,38,8.83,7.68,1.15,0.148,0.8832,-0.004,0.9589,163,Not Significant,Not Significant,1
South Korea,Age 65 & Above,Female,125,38,16.04,18.16,-2.13,-0.182,0.8564,0.002,0.9836,163,Not Significant,Not Significant,1
South Korea,Age 65 & Above,Male,125,38,11.51,9.3,2.21,0.302,0.7643,0.066,0.4029,163,Not Significant,Not Significant,1
Spain,Age 14 & Below,Female,125,38,24.18,14.23,9.95,1.279,0.2034,0.157,0.0455,163,Significant Positive,Not Significant,0
Spain,Age 14 & Below,Male,125,38,22.37,17.92,4.46,0.569,0.5705,0.086,0.2752,163,Not Significant,Not Significant,0
Spain,Age 15 - 19,Female,124,38,46.57,12.15,34.42,2.351,0.0201,0.116,0.1423,162,Not Significant,Significant Positive,0
Spain,Age 15 - 19,Male,125,38,46.07,31.96,14.1,0.708,0.4809,0.064,0.4173,163,Not Significant,Not Significant,0
Spain,Age 20 - 24,Female,125,38,18.81,15.37,3.44,0.573,0.5682,0.082,0.2965,163,Not Significant,Not Significant,0
Spain,Age 20 - 24,Male,125,38,19.49,17.82,1.68,0.187,0.8528,0.021,0.7867,163,Not Significant,Not Significant,0
Spain,Age 25 - 34,Female,125,38,9.24,12.69,-3.44,-0.991,0.3249,0.002,0.9757,163,Not Significant,Not Significant,0
Spain,Age 25 - 34,Male,125,38,7.23,7.72,-0.49,-0.177,0.8597,0.041,0.5996,163,Not Significant,Not Significant,0
Spain,Age 35 - 44,Female,125,38,10.43,9.72,0.71,0.205,0.8382,0.062,0.4286,163,Not Significant,Not Significant,0
Spain,Age 35 - 44,Male,125,38,7.27,6.34,0.94,0.321,0.7492,0.067,0.395,163,Not Significant,Not Significant,0
Spain,Age 45 - 54,Female,125,38,11.31,10.63,0.68,0.175,0.8613,0.119,0.1317,163,Not Significant,Not Significant,0
Spain,Age 45 - 54,Male,125,38,9.27,7.0,2.27,0.811,0.4201,0.09,0.2515,163,Not Significant,Not Significant,0
Spain,Age 55 - 64,Female,125,38,9.71,12.53,-2.82,-0.671,0.5047,-0.024,0.7594,163,Not Significant,Not Significant,0
Spain,Age 55 - 64,Male,125,38,8.84,3.87,4.98,1.559,0.1243,0.161,0.0402,163,Significant Positive,Not Significant,0
Spain,Age 65 & Above,Female,125,38,14.78,17.3,-2.52,-0.389,0.6987,-0.069,0.3822,163,Not Significant,Not Significant,0
Spain,Age 65 & Above,Male,125,38,10.31,11.18,-0.87,-0.228,0.8202,-0.054,0.495,163,Not Significant,Not Significant,0
Sri Lanka,Age 14 & Below,Female,125,38,6.93,8.64,-1.71,-0.294,0.7698,0.12,0.1282,163,Not Significant,Not Significant,0
Sri Lanka,Age 14 & Below,Male,125,38,7.46,6.95,0.51,0.094,0.9254,0.153,0.0505,163,Not Significant,Not Significant,0
Sri Lanka,Age 15 - 19,Female,125,38,11.45,10.19,1.26,0.17,0.8654,0.186,0.0176,163,Significant Positive,Not Significant,0
Sri Lanka,Age 15 - 19,Male,125,38,12.53,-0.72,13.24,2.431,0.0171,0.22,0.0048,163,Significant Positive,Significant Positive,0
Sri Lanka,Age 20 - 24,Female,125,38,8.6,0.87,7.73,1.642,0.1059,0.216,0.0055,163,Significant Positive,Not Significant,0
Sri Lanka,Age 20 - 24,Male,125,38,7.02,-6.58,13.6,3.068,0.003,0.252,0.0012,163,Significant Positive,Significant Positive,0
Sri Lanka,Age 25 - 34,Female,125,38,8.3,3.41,4.89,1.329,0.1887,0.179,0.022,163,Significant Positive,Not Significant,0
Sri Lanka,Age 25 - 34,Male,125,38,4.87,0.53,4.34,1.305,0.1965,0.178,0.0228,163,Significant Positive,Not Significant,0
Sri Lanka,Age 35 - 44,Female,125,38,5.64,7.7,-2.06,-0.472,0.6388,0.1,0.202,163,Not Significant,Not Significant,0
Sri Lanka,Age 35 - 44,Male,125,38,2.66,3.58,-0.92,-0.287,0.775,0.104,0.1849,163,Not Significant,Not Significant,0
Sri Lanka,Age 45 - 54,Female,125,38,6.22,6.13,0.1,0.03,0.9758,0.185,0.0183,163,Significant Positive,Not Significant,0
Sri Lanka,Age 45 - 54,Male,125,38,4.25,5.07,-0.81,-0.26,0.7959,0.084,0.2864,163,Not Significant,Not Significant,0
Sri Lanka,Age 55 - 64,Female,125,38,8.07,9.89,-1.81,-0.626,0.5331,0.12,0.1277,163,Not Significant,Not Significant,0
Sri Lanka,Age 55 - 64,Male,125,38,6.98,6.94,0.04,0.018,0.9855,0.143,0.0682,163,Not Significant,Not Significant,0
Sri Lanka,Age 65 & Above,Female,125,38,10.41,9.63,0.78,0.194,0.8466,0.107,0.1748,163,Not Significant,Not Significant,0
Sri Lanka,Age 65 & Above,Male,125,38,8.27,8.44,-0.17,-0.051,0.9592,0.039,0.6233,163,Not Significant,Not Significant,0
Sweden,Age 14 & Below,Female,125,38,16.55,-1.14,17.69,3.427,0.0009,0.142,0.0698,163,Not Significant,Significant Positive,0
Sweden,Age 14 & Below,Male,125,38,15.77,2.95,12.81,2.208,0.0301,0.053,0.4979,163,Not Significant,Significant Positive,0
Sweden,Age 15 - 19,Female,125,37,32.31,4.78,27.52,2.494,0.0137,0.011,0.8889,162,Not Significant,Significant Positive,0
Sweden,Age 15 - 19,Male,125,38,26.2,0.24,25.96,2.507,0.0136,0.062,0.4319,163,Not Significant,Significant Positive,0
Sweden,Age 20 - 24,Female,125,38,4.18,4.59,-0.41,-0.102,0.9192,0.016,0.8369,163,Not Significant,Not Significant,0
Sweden,Age 20 - 24,Male,125,38,4.59,6.74,-2.15,-0.472,0.6384,0.095,0.2262,163,Not Significant,Not Significant,0
Sweden,Age 25 - 34,Female,125,38,8.96,-1.77,10.73,3.811,0.0002,0.163,0.038,163,Significant Positive,Significant Positive,0
Sweden,Age 25 - 34,Male,125,38,4.94,-1.19,6.13,2.683,0.0087,0.197,0.0117,163,Significant Positive,Significant Positive,0
Sweden,Age 35 - 44,Female,125,38,8.21,1.82,6.39,1.795,0.0766,0.089,0.2573,163,Not Significant,Not Significant,0
Sweden,Age 35 - 44,Male,125,38,2.59,-0.6,3.19,1.112,0.2707,0.116,0.1408,163,Not Significant,Not Significant,0
Sweden,Age 45 - 54,Female,125,38,10.07,9.84,0.23,0.057,0.9546,0.036,0.647,163,Not Significant,Not Significant,0
Sweden,Age 45 - 54,Male,125,38,5.7,2.22,3.48,1.32,0.1909,0.076,0.3365,163,Not Significant,Not Significant,0
Sweden,Age 55 - 64,Female,125,38,7.49,3.28,4.21,1.124,0.2656,0.098,0.2133,163,Not Significant,Not Significant,0
Sweden,Age 55 - 64,Male,125,38,5.82,1.67,4.14,1.516,0.1347,0.231,0.0031,163,Significant Positive,Not Significant,0
Sweden,Age 65 & Above,Female,125,38,11.17,11.07,0.09,0.013,0.99,-0.075,0.3444,163,Not Significant,Not Significant,0
Sweden,Age 65 & Above,Male,125,38,7.93,11.31,-3.38,-0.72,0.4747,-0.132,0.0925,163,Not Significant,Not Significant,0
Switzerland,Age 14 & Below,Female,125,38,13.06,9.16,3.9,0.793,0.4301,0.131,0.0959,163,Not Significant,Not Significant,0
Switzerland,Age 14 & Below,Male,125,38,11.09,9.67,1.42,0.317,0.7518,0.043,0.5824,163,Not Significant,Not Significant,0
Switzerland,Age 15 - 19,Female,125,38,18.36,10.9,7.46,1.022,0.3101,0.092,0.2453,163,Not Significant,Not Significant,0
Switzerland,Age 15 - 19,Male,125,38,18.27,10.73,7.55,1.302,0.1957,0.141,0.0729,163,Not Significant,Not Significant,0
Switzerland,Age 20 - 24,Female,125,38,7.78,11.51,-3.73,-1.027,0.309,0.01,0.896,163,Not Significant,Not Significant,0
Switzerland,Age 20 - 24,Male,125,38,8.69,12.31,-3.61,-0.977,0.3324,0.017,0.828,163,Not Significant,Not Significant,0
Switzerland,Age 25 - 34,Female,125,38,3.71,7.17,-3.46,-1.23,0.2239,-0.034,0.6644,163,Not Significant,Not Significant,0
Switzerland,Age 25 - 34,Male,125,38,2.85,5.74,-2.89,-1.191,0.2386,-0.045,0.5693,163,Not Significant,Not Significant,0
Switzerland,Age 35 - 44,Female,125,38,4.81,3.48,1.33,0.519,0.6052,0.094,0.2336,163,Not Significant,Not Significant,0
Switzerland,Age 35 - 44,Male,125,38,1.77,0.91,0.87,0.378,0.707,0.12,0.1269,163,Not Significant,Not Significant,0
Switzerland,Age 45 - 54,Female,125,38,7.37,8.48,-1.11,-0.37,0.7131,0.026,0.7452,163,Not Significant,Not Significant,0
Switzerland,Age 45 - 54,Male,125,38,4.67,5.98,-1.31,-0.614,0.5413,0.008,0.9162,163,Not Significant,Not Significant,0
Switzerland,Age 55 - 64,Female,125,38,8.73,6.95,1.79,0.581,0.5628,0.07,0.3716,163,Not Significant,Not Significant,0
Switzerland,Age 55 - 64,Male,125,38,7.03,3.69,3.34,1.565,0.1228,0.121,0.1232,163,Not Significant,Not Significant,0
Switzerland,Age 65 & Above,Female,125,38,12.21,19.46,-7.25,-1.238,0.2198,-0.064,0.4181,163,Not Significant,Not Significant,0
Switzerland,Age 65 & Above,Male,125,38,8.84,11.51,-2.67,-0.736,0.4644,-0.074,0.3465,163,Not Significant,Not Significant,0
Taiwan,Age 14 & Below,Female,125,38,19.64,23.31,-3.67,-0.456,0.6499,-0.11,0.1606,163,Not Significant,Not Significant,0
Taiwan,Age 14 & Below,Male,125,38,18.71,22.35,-3.64,-0.441,0.661,-0.106,0.1792,163,Not Significant,Not Significant,0
Taiwan,Age 15 - 19,Female,125,38,21.81,12.72,9.09,1.059,0.293,-0.046,0.5593,163,Not Significant,Not Significant,0
Taiwan,Age 15 - 19,Male,125,38,18.52,14.09,4.43,0.469,0.6405,-0.094,0.2334,163,Not Significant,Not Significant,0
Taiwan,Age 20 - 24,Female,125,38,15.08,13.45,1.63,0.296,0.7683,0.024,0.7631,163,Not Significant,Not Significant,0
Taiwan,Age 20 - 24,Male,125,38,15.11,12.85,2.25,0.394,0.6951,0.027,0.7276,163,Not Significant,Not Significant,0
Taiwan,Age 25 - 34,Female,125,38,9.82,8.2,1.62,0.36,0.7202,0.052,0.5113,163,Not Significant,Not Significant,0
Taiwan,Age 25 - 34,Male,125,38,9.48,2.96,6.51,1.56,0.1242,0.178,0.0227,163,Significant Positive,Not Significant,0
Taiwan,Age 35 - 44,Female,125,38,12.38,10.9,1.48,0.337,0.7376,-0.031,0.6957,163,Not Significant,Not Significant,0
Taiwan,Age 35 - 44,Male,125,38,9.73,5.24,4.49,1.25,0.2168,0.126,0.1087,163,Not Significant,Not Significant,0
Taiwan,Age 45 - 54,Female,125,38,13.15,8.7,4.45,1.019,0.3133,-0.001,0.9859,163,Not Significant,Not Significant,0
Taiwan,Age 45 - 54,Male,125,38,9.12,4.86,4.26,1.367,0.1778,0.121,0.1235,163,Not Significant,Not Significant,0
Taiwan,Age 55 - 64,Female,125,38,16.43,11.37,5.06,1.077,0.2865,-0.0,0.9989,163,Not Significant,Not Significant,0
Taiwan,Age 55 - 64,Male,125,38,11.42,5.3,6.12,2.111,0.0392,0.121,0.1234,163,Not Significant,Significant Positive,0
Taiwan,Age 65 & Above,Female,125,38,21.17,15.43,5.74,0.828,0.4121,0.014,0.8641,163,Not Significant,Not Significant,0
Taiwan,Age 65 & Above,Male,125,38,16.85,10.33,6.51,1.295,0.201,0.075,0.3399,163,Not Significant,Not Significant,0
Thailand,Age 14 & Below,Female,125,38,5.57,20.1,-14.53,-2.304,0.0257,-0.215,0.0058,163,Significant Negative,Significant Negative,0
Thailand,Age 14 & Below,Male,125,38,5.25,20.16,-14.92,-2.432,0.0189,-0.222,0.0045,163,Significant Negative,Significant Negative,0
Thailand,Age 15 - 19,Female,125,38,5.02,12.98,-7.96,-1.237,0.2219,-0.09,0.251,163,Not Significant,Not Significant,0
Thailand,Age 15 - 19,Male,125,38,5.14,9.96,-4.82,-0.845,0.4017,-0.025,0.7545,163,Not Significant,Not Significant,0
Thailand,Age 20 - 24,Female,125,38,3.36,8.6,-5.25,-1.615,0.1111,-0.106,0.1781,163,Not Significant,Not Significant,0
Thailand,Age 20 - 24,Male,125,38,2.22,10.97,-8.75,-2.526,0.0138,-0.124,0.1147,163,Not Significant,Significant Negative,0
Thailand,Age 25 - 34,Female,125,38,1.43,6.81,-5.38,-1.888,0.0637,-0.153,0.0517,163,Not Significant,Not Significant,0
Thailand,Age 25 - 34,Male,125,38,0.52,3.3,-2.79,-0.936,0.3529,-0.082,0.2973,163,Not Significant,Not Significant,0
Thailand,Age 35 - 44,Female,125,38,2.8,8.65,-5.85,-1.685,0.0982,-0.171,0.0295,163,Significant Negative,Not Significant,0
Thailand,Age 35 - 44,Male,125,38,0.31,5.04,-4.73,-1.5,0.14,-0.099,0.2078,163,Not Significant,Not Significant,0
Thailand,Age 45 - 54,Female,125,38,2.35,11.23,-8.88,-1.934,0.0594,-0.164,0.0365,163,Significant Negative,Not Significant,0
Thailand,Age 45 - 54,Male,125,38,1.24,6.7,-5.47,-1.658,0.104,-0.104,0.1845,163,Not Significant,Not Significant,0
Thailand,Age 55 - 64,Female,125,38,3.48,17.96,-14.48,-2.626,0.0119,-0.235,0.0025,163,Significant Negative,Significant Negative,0
Thailand,Age 55 - 64,Male,125,38,2.75,9.82,-7.07,-1.751,0.0868,-0.119,0.1288,163,Not Significant,Not Significant,0
Thailand,Age 65 & Above,Female,125,38,7.16,19.96,-12.8,-2.593,0.0124,-0.182,0.0197,163,Significant Negative,Significant Negative,0
Thailand,Age 65 & Above,Male,125,38,5.24,17.04,-11.8,-2.913,0.0055,-0.23,0.0031,163,Significant Negative,Significant Negative,0
UK,Age 14 & Below,Female,125,38,6.71,1.26,5.46,1.578,0.1184,0.178,0.0229,163,Significant Positive,Not Significant,1
UK,Age 14 & Below,Male,125,38,7.14,2.14,5.0,1.295,0.1993,0.174,0.0261,163,Significant Positive,Not Significant,1
UK,Age 15 - 19,Female,125,38,7.83,0.18,7.65,1.852,0.0682,0.283,0.0003,163,Significant Positive,Not Significant,1
UK,Age 15 - 19,Male,125,38,7.71,0.31,7.39,1.777,0.0796,0.213,0.0064,163,Significant Positive,Not Significant,1
UK,Age 20 - 24,Female,125,38,4.69,-0.04,4.73,2.421,0.0176,0.321,0.0,163,Significant Positive,Significant Positive,1
UK,Age 20 - 24,Male,125,38,4.63,-1.41,6.04,2.923,0.0044,0.328,0.0,163,Significant Positive,Significant Positive,1
UK,Age 25 - 34,Female,125,38,4.64,-1.08,5.72,3.283,0.0016,0.31,0.0001,163,Significant Positive,Significant Positive,1
UK,Age 25 - 34,Male,125,38,3.83,-1.15,4.99,3.245,0.0018,0.346,0.0,163,Significant Positive,Significant Positive,1
UK,Age 35 - 44,Female,125,38,5.33,-1.45,6.77,4.244,0.0001,0.339,0.0,163,Significant Positive,Significant Positive,1
UK,Age 35 - 44,Male,125,38,2.47,-3.02,5.49,4.239,0.0001,0.409,0.0,163,Significant Positive,Significant Positive,1
UK,Age 45 - 54,Female,125,38,6.49,-0.54,7.03,3.588,0.0005,0.269,0.0005,163,Significant Positive,Significant Positive,1
UK,Age 45 - 54,Male,125,38,3.65,-1.98,5.63,3.826,0.0003,0.298,0.0001,163,Significant Positive,Significant Positive,1
UK,Age 55 - 64,Female,125,38,6.89,-1.6,8.49,3.488,0.0007,0.239,0.0021,163,Significant Positive,Significant Positive,1
UK,Age 55 - 64,Male,125,38,5.49,-2.17,7.67,3.964,0.0001,0.268,0.0005,163,Significant Positive,Significant Positive,1
UK,Age 65 & Above,Female,125,38,7.95,1.36,6.59,2.758,0.0068,0.107,0.1745,163,Not Significant,Significant Positive,1
UK,Age 65 & Above,Male,125,38,7.48,1.81,5.66,2.542,0.0124,0.114,0.1485,163,Not Significant,Significant Positive,1
USA,Age 14 & Below,Female,125,38,7.87,3.65,4.22,1.476,0.1455,-0.003,0.9661,163,Not Significant,Not Significant,1
USA,Age 14 & Below,Male,125,38,7.63,4.3,3.33,1.216,0.2288,-0.015,0.845,163,Not Significant,Not Significant,1
USA,Age 15 - 19,Female,125,38,10.31,6.93,3.39,0.817,0.4175,-0.008,0.9189,163,Not Significant,Not Significant,1
USA,Age 15 - 19,Male,125,38,10.74,7.17,3.57,0.821,0.4151,-0.002,0.9781,163,Not Significant,Not Significant,1
USA,Age 20 - 24,Female,125,38,10.25,7.72,2.53,0.691,0.4926,-0.083,0.2943,163,Not Significant,Not Significant,1
USA,Age 20 - 24,Male,125,38,8.85,5.63,3.21,1.43,0.1568,0.165,0.0357,163,Significant Positive,Not Significant,1
USA,Age 25 - 34,Female,125,38,8.26,4.41,3.85,2.117,0.0381,0.023,0.7682,163,Not Significant,Significant Positive,1
USA,Age 25 - 34,Male,125,38,6.64,1.67,4.97,2.661,0.0102,0.132,0.0923,163,Not Significant,Significant Positive,1
USA,Age 35 - 44,Female,125,38,8.12,3.49,4.62,2.28,0.0263,0.083,0.2903,163,Not Significant,Significant Positive,1
USA,Age 35 - 44,Male,125,38,3.88,-1.21,5.09,2.616,0.0115,0.174,0.0262,163,Significant Positive,Significant Positive,1
USA,Age 45 - 54,Female,125,38,8.91,1.82,7.09,3.639,0.0006,0.122,0.1222,163,Not Significant,Significant Positive,1
USA,Age 45 - 54,Male,125,38,3.68,0.81,2.88,1.418,0.162,0.107,0.1751,163,Not Significant,Not Significant,1
USA,Age 55 - 64,Female,125,38,9.7,5.27,4.43,2.165,0.0343,0.102,0.1946,163,Not Significant,Significant Positive,1
USA,Age 55 - 64,Male,125,38,6.21,3.65,2.55,1.457,0.1508,0.103,0.1891,163,Not Significant,Not Significant,1
USA,Age 65 & Above,Female,125,38,14.93,10.01,4.92,1.466,0.1465,0.049,0.538,163,Not Significant,Not Significant,1
USA,Age 65 & Above,Male,125,38,11.24,7.58,3.66,1.477,0.1435,0.092,0.2412,163,Not Significant,Not Significant,1
United Arab Emirates,Age 14 & Below,Female,125,38,11.09,17.56,-6.47,-0.644,0.5227,0.031,0.6987,163,Not Significant,Not Significant,0
United Arab Emirates,Age 14 & Below,Male,125,38,10.38,19.07,-8.68,-0.926,0.3594,-0.01,0.898,163,Not Significant,Not Significant,0
United Arab Emirates,Age 15 - 19,Female,125,38,22.81,25.56,-2.75,-0.191,0.8494,0.225,0.0039,163,Significant Positive,Not Significant,0
United Arab Emirates,Age 15 - 19,Male,125,38,28.48,11.52,16.97,1.592,0.1142,0.213,0.0063,163,Significant Positive,Not Significant,0
United Arab Emirates,Age 20 - 24,Female,125,38,7.31,5.44,1.87,0.3,0.765,0.167,0.0334,163,Significant Positive,Not Significant,0
United Arab Emirates,Age 20 - 24,Male,125,38,8.49,5.03,3.46,0.597,0.5528,0.215,0.0058,163,Significant Positive,Not Significant,0
United Arab Emirates,Age 25 - 34,Female,125,38,6.59,6.36,0.23,0.052,0.9586,0.066,0.3998,163,Not Significant,Not Significant,0
United Arab Emirates,Age 25 - 34,Male,125,38,4.89,3.01,1.89,0.648,0.5197,0.253,0.0011,163,Significant Positive,Not Significant,0
United Arab Emirates,Age 35 - 44,Female,125,38,10.44,11.63,-1.19,-0.231,0.8185,0.045,0.5724,163,Not Significant,Not Significant,0
United Arab Emirates,Age 35 - 44,Male,125,38,6.17,3.43,2.75,1.003,0.3202,0.291,0.0002,163,Significant Positive,Not Significant,0
United Arab Emirates,Age 45 - 54,Female,125,38,10.44,9.27,1.17,0.294,0.7696,0.208,0.0076,163,Significant Positive,Not Significant,0
